Disease,County,Year,Sex,Count,Population,Rate,CI.lower,CI.upper,Unstable,Calculated_Rate,Rate_Diff,Year_Index,Decade
Dengue,California,2004,Male,0,17785422,0.0,0.0,0.021,-,0.0,0.0,4,2000
Dengue,California,2005,Total,11,35987637,0.031,0.015,0.055,*,0.0305660524474002,0.00043394755259979975,5,2000
Dengue,California,2005,Female,6,18088355,0.033,0.012,0.072,*,0.03317051218864291,0.00017051218864291146,5,2000
Dengue,California,2005,Male,5,17899282,0.028,0.009,0.065,*,0.02793408137823629,6.591862176371158e-05,5,2000
Dengue,California,2006,Total,9,36248870,0.025,0.011,0.047,*,0.024828360166813477,0.00017163983318652445,6,2000
Dengue,California,2006,Female,4,18220429,0.022,0.006,0.056,*,0.021953379912185385,4.662008781461391e-05,6,2000
Dengue,California,2006,Male,5,18028441,0.028,0.009,0.065,*,0.027733956585597165,0.0002660434144028355,6,2000
Dengue,California,2007,Total,10,36554575,0.027,0.013,0.05,*,0.027356356899239015,0.00035635689923901523,7,2000
Dengue,California,2007,Female,4,18373955,0.022,0.006,0.056,*,0.021769945556087408,0.00023005444391259108,7,2000
Dengue,California,2007,Male,6,18180620,0.033,0.012,0.072,*,0.03300217484332218,2.1748433221766006e-06,7,2000
Dengue,California,2008,Total,8,36858270,0.022,0.009,0.043,*,0.021704762594663286,0.0002952374053367124,8,2000
Dengue,California,2008,Female,5,18526603,0.027,0.009,0.063,*,0.026988217969586763,1.1782030413236277e-05,8,2000
Dengue,California,2008,Male,3,18331667,0.016,0.003,0.048,*,0.01636512380461635,0.00036512380461635116,8,2000
Dengue,California,2009,Total,36,37079253,0.097,0.068,0.134, ,0.09708933456669151,8.933456669150963e-05,9,2000
Dengue,California,2009,Female,15,18634031,0.08,0.045,0.133,*,0.08049788046397476,0.0004978804639747536,9,2000
Dengue,California,2009,Male,16,18445222,0.087,0.05,0.141,*,0.08674333114559424,0.00025666885440575604,9,2000
Dengue,California,2010,Total,78,37311439,0.209,0.165,0.261, ,0.20905117060749118,5.1170607491185516e-05,10,2010
Dengue,California,2010,Female,40,18752748,0.213,0.152,0.29, ,0.213302071781693,0.00030207178169300297,10,2010
Dengue,California,2010,Male,37,18558691,0.199,0.14,0.275, ,0.1993675092709933,0.0003675092709932992,10,2010
Dengue,California,2011,Total,41,37572186,0.109,0.078,0.148, ,0.10912327539313257,0.00012327539313257418,11,2010
Dengue,California,2011,Female,23,18881056,0.122,0.077,0.183, ,0.12181522050461584,0.00018477949538416027,11,2010
Dengue,California,2011,Male,18,18691131,0.096,0.057,0.152,*,0.09630235858921538,0.0003023585892153735,11,2010
Dengue,California,2012,Total,87,37869573,0.23,0.184,0.283, ,0.22973588849285415,0.0002641115071458644,12,2010
Dengue,California,2012,Female,42,19028077,0.221,0.159,0.298, ,0.2207264559629436,0.0002735440370564002,12,2010
Dengue,California,2012,Male,45,18841496,0.239,0.174,0.32, ,0.23883453840395688,0.0001654615960431094,12,2010
Dengue,California,2013,Total,126,38166117,0.33,0.275,0.393, ,0.3301357588983967,0.0001357588983966762,13,2010
Dengue,California,2013,Female,54,19177344,0.282,0.212,0.367, ,0.28158226707514866,0.00041773292485131064,13,2010
Dengue,California,2013,Male,71,18988773,0.374,0.292,0.472, ,0.37390514911100364,9.485088899635619e-05,13,2010
Dengue,California,2014,Total,126,38501494,0.327,0.273,0.39, ,0.32726002788359326,0.00026002788359325013,14,2010
Dengue,California,2014,Female,63,19346905,0.326,0.25,0.417, ,0.3256334798770139,0.0003665201229861026,14,2010
Dengue,California,2014,Male,63,19154588,0.329,0.253,0.421, ,0.32890292393655246,9.707606344755426e-05,14,2010
Diphtheria,California,2001,Total,0,34514777,0.0,0.0,0.011,-,0.0,0.0,1,2000
Diphtheria,California,2001,Female,0,17340743,0.0,0.0,0.021,-,0.0,0.0,1,2000
Diphtheria,California,2001,Male,0,17174034,0.0,0.0,0.021,-,0.0,0.0,1,2000
Diphtheria,California,2002,Total,1,34940334,0.003,0.0,0.016,*,0.002862021868480135,0.00013797813151986485,2,2000
Diphtheria,California,2002,Female,1,17555714,0.006,0.0,0.032,*,0.005696151122079113,0.0003038488779208868,2,2000
Diphtheria,California,2002,Male,0,17384620,0.0,0.0,0.021,-,0.0,0.0,2,2000
Diphtheria,California,2003,Total,0,35390986,0.0,0.0,0.01,-,0.0,0.0,3,2000
Diphtheria,California,2003,Female,0,17783924,0.0,0.0,0.021,-,0.0,0.0,3,2000
Diphtheria,California,2003,Male,0,17607062,0.0,0.0,0.021,-,0.0,0.0,3,2000
Diphtheria,California,2004,Total,0,35754827,0.0,0.0,0.01,-,0.0,0.0,4,2000
Diphtheria,California,2004,Female,0,17969405,0.0,0.0,0.021,-,0.0,0.0,4,2000
Diphtheria,California,2004,Male,0,17785422,0.0,0.0,0.021,-,0.0,0.0,4,2000
Diphtheria,California,2005,Total,0,35987637,0.0,0.0,0.01,-,0.0,0.0,5,2000
Diphtheria,California,2005,Female,0,18088355,0.0,0.0,0.02,-,0.0,0.0,5,2000
Diphtheria,California,2005,Male,0,17899282,0.0,0.0,0.021,-,0.0,0.0,5,2000
Diphtheria,California,2006,Total,0,36248870,0.0,0.0,0.01,-,0.0,0.0,6,2000
Diphtheria,California,2006,Female,0,18220429,0.0,0.0,0.02,-,0.0,0.0,6,2000
Diphtheria,California,2006,Male,0,18028441,0.0,0.0,0.02,-,0.0,0.0,6,2000
Diphtheria,California,2007,Total,0,36554575,0.0,0.0,0.01,-,0.0,0.0,7,2000
Diphtheria,California,2007,Female,0,18373955,0.0,0.0,0.02,-,0.0,0.0,7,2000
Diphtheria,California,2007,Male,0,18180620,0.0,0.0,0.02,-,0.0,0.0,7,2000
Diphtheria,California,2008,Total,0,36858270,0.0,0.0,0.01,-,0.0,0.0,8,2000
Diphtheria,California,2008,Female,0,18526603,0.0,0.0,0.02,-,0.0,0.0,8,2000
Diphtheria,California,2008,Male,0,18331667,0.0,0.0,0.02,-,0.0,0.0,8,2000
Diphtheria,California,2009,Total,0,37079253,0.0,0.0,0.01,-,0.0,0.0,9,2000
Diphtheria,California,2009,Female,0,18634031,0.0,0.0,0.02,-,0.0,0.0,9,2000
Diphtheria,California,2009,Male,0,18445222,0.0,0.0,0.02,-,0.0,0.0,9,2000
Diphtheria,California,2010,Total,0,37311439,0.0,0.0,0.01,-,0.0,0.0,10,2010
Diphtheria,California,2010,Female,0,18752748,0.0,0.0,0.02,-,0.0,0.0,10,2010
Diphtheria,California,2010,Male,0,18558691,0.0,0.0,0.02,-,0.0,0.0,10,2010
Diphtheria,California,2011,Total,0,37572186,0.0,0.0,0.01,-,0.0,0.0,11,2010
Diphtheria,California,2011,Female,0,18881056,0.0,0.0,0.02,-,0.0,0.0,11,2010
Diphtheria,California,2011,Male,0,18691131,0.0,0.0,0.02,-,0.0,0.0,11,2010
Diphtheria,California,2012,Total,0,37869573,0.0,0.0,0.01,-,0.0,0.0,12,2010
Diphtheria,California,2012,Female,0,19028077,0.0,0.0,0.019,-,0.0,0.0,12,2010
Diphtheria,California,2012,Male,0,18841496,0.0,0.0,0.02,-,0.0,0.0,12,2010
Diphtheria,California,2013,Total,0,38166117,0.0,0.0,0.01,-,0.0,0.0,13,2010
Diphtheria,California,2013,Female,0,19177344,0.0,0.0,0.019,-,0.0,0.0,13,2010
Diphtheria,California,2013,Male,0,18988773,0.0,0.0,0.019,-,0.0,0.0,13,2010
Diphtheria,California,2014,Total,0,38501494,0.0,0.0,0.01,-,0.0,0.0,14,2010
Diphtheria,California,2014,Female,0,19346905,0.0,0.0,0.019,-,0.0,0.0,14,2010
Diphtheria,California,2014,Male,0,19154588,0.0,0.0,0.019,-,0.0,0.0,14,2010
E. coli O157,California,2001,Total,256,34514777,0.742,0.654,0.838, ,0.7417112965846484,0.0002887034153515877,1,2000
E. coli O157,California,2001,Female,136,17340743,0.784,0.658,0.928, ,0.7842801199464176,0.000280119946417523,1,2000
E. coli O157,California,2001,Male,118,17174034,0.687,0.569,0.823, ,0.6870837684378638,8.376843786372934e-05,1,2000
E. coli O157,California,2002,Total,302,34940334,0.864,0.77,0.968, ,0.8643306042810008,0.0003306042810008458,2,2000
E. coli O157,California,2002,Female,165,17555714,0.94,0.802,1.095, ,0.9398649351430537,0.00013506485694625425,2,2000
E. coli O157,California,2002,Male,134,17384620,0.771,0.646,0.913, ,0.7707962555408171,0.0002037444591829196,2,2000
E. coli O157,California,2003,Total,273,35390986,0.771,0.683,0.869, ,0.7713828600310826,0.00038286003108256583,3,2000
E. coli O157,California,2003,Female,162,17783924,0.911,0.776,1.063, ,0.9109350669739704,6.493302602961215e-05,3,2000
E. coli O157,California,2003,Male,110,17607062,0.625,0.513,0.753, ,0.6247493193356165,0.0002506806643834958,3,2000
E. coli O157,California,2004,Total,231,35754827,0.646,0.565,0.735, ,0.6460666136071642,6.661360716420095e-05,4,2000
E. coli O157,California,2004,Female,117,17969405,0.651,0.538,0.78, ,0.6511067005279252,0.00010670052792516316,4,2000
E. coli O157,California,2004,Male,113,17785422,0.635,0.524,0.764, ,0.6353518066650315,0.0003518066650315399,4,2000
E. coli O157,California,2005,Total,187,35987637,0.52,0.448,0.6, ,0.5196228916058034,0.00037710839419657916,5,2000
E. coli O157,California,2005,Female,97,18088355,0.536,0.435,0.654, ,0.5362566137163938,0.00025661371639373876,5,2000
E. coli O157,California,2005,Male,89,17899282,0.497,0.399,0.612, ,0.49722664853260595,0.0002266485326059553,5,2000
E. coli O157,California,2006,Total,261,36248870,0.72,0.635,0.813, ,0.7200224448375908,2.2444837590840372e-05,6,2000
E. coli O157,California,2006,Female,122,18220429,0.67,0.556,0.799, ,0.6695780873216541,0.00042191267834590374,6,2000
E. coli O157,California,2006,Male,139,18028441,0.771,0.648,0.91, ,0.7710039930796012,3.993079601194438e-06,6,2000
E. coli O157,California,2007,Total,286,36554575,0.782,0.694,0.879, ,0.7823918073182358,0.00039180731823573733,7,2000
E. coli O157,California,2007,Female,152,18373955,0.827,0.701,0.97, ,0.8272579311313214,0.00025793113132144274,7,2000
E. coli O157,California,2007,Male,134,18180620,0.737,0.618,0.873, ,0.7370485715008619,4.857150086190476e-05,7,2000
E. coli O157,California,2008,Total,262,36858270,0.711,0.627,0.802, ,0.7108309749752227,0.00016902502477722514,8,2000
E. coli O157,California,2008,Female,150,18526603,0.81,0.685,0.95, ,0.8096465390876029,0.00035346091239718547,8,2000
E. coli O157,California,2008,Male,111,18331667,0.606,0.498,0.729, ,0.605509580770805,0.000490419229195016,8,2000
E. coli O157,California,2009,Total,258,37079253,0.696,0.613,0.786, ,0.6958068977279558,0.00019310227204416552,9,2000
E. coli O157,California,2009,Female,129,18634031,0.692,0.578,0.823, ,0.6922817719901829,0.0002817719901829774,9,2000
E. coli O157,California,2009,Male,125,18445222,0.678,0.564,0.807, ,0.677682274574955,0.00031772542504504564,9,2000
E. coli O157,California,2010,Total,221,37311439,0.592,0.517,0.676, ,0.5923116500545583,0.0003116500545583545,10,2010
E. coli O157,California,2010,Female,112,18752748,0.597,0.492,0.719, ,0.5972458009887404,0.0002458009887403856,10,2010
E. coli O157,California,2010,Male,106,18558691,0.571,0.468,0.691, ,0.5711609725060889,0.00016097250608893,10,2010
E. coli O157,California,2011,Total,249,37572186,0.663,0.583,0.75, ,0.66272428226561,0.0002757177343900574,11,2010
E. coli O157,California,2011,Female,130,18881056,0.689,0.575,0.818, ,0.6885208115478287,0.00047918845217120865,11,2010
E. coli O157,California,2011,Male,113,18691131,0.605,0.498,0.727, ,0.6045648066989633,0.00043519330103669596,11,2010
E. coli O157,California,2012,Total,297,37869573,0.784,0.698,0.879, ,0.7842707917514675,0.0002707917514674918,12,2010
E. coli O157,California,2012,Female,166,19028077,0.872,0.745,1.016, ,0.8723950402344913,0.0003950402344913284,12,2010
E. coli O157,California,2012,Male,125,18841496,0.663,0.552,0.79, ,0.6634292733443247,0.00042927334432463216,12,2010
E. coli O157,California,2013,Total,359,38166117,0.941,0.846,1.043, ,0.9406249003533684,0.00037509964663151596,13,2010
E. coli O157,California,2013,Female,211,19177344,1.1,0.957,1.259, ,1.100256636164007,0.0002566361640068404,13,2010
E. coli O157,California,2013,Male,148,18988773,0.779,0.659,0.916, ,0.77940791645674,0.00040791645673998733,13,2010
E. coli O157,California,2014,Total,323,38501494,0.839,0.75,0.936, ,0.8389284841777829,7.151582221709418e-05,14,2010
E. coli O157,California,2014,Female,163,19346905,0.843,0.718,0.982, ,0.8425120193643376,0.00048798063566235506,14,2010
E. coli O157,California,2014,Male,160,19154588,0.835,0.711,0.975, ,0.8353090131721967,0.0003090131721967815,14,2010
E. coli Other STEC (non-O157),California,2006,Total,38,36248870,0.105,0.074,0.144, ,0.1048308540376569,0.00016914596234308965,6,2000
E. coli Other STEC (non-O157),California,2006,Female,18,18220429,0.099,0.059,0.156,*,0.09879020960483421,0.00020979039516579034,6,2000
E. coli Other STEC (non-O157),California,2006,Male,20,18028441,0.111,0.068,0.171, ,0.11093582634238866,6.417365761134108e-05,6,2000
E. coli Other STEC (non-O157),California,2007,Total,38,36554575,0.104,0.074,0.143, ,0.10395415621710825,4.584378289174129e-05,7,2000
E. coli Other STEC (non-O157),California,2007,Female,24,18373955,0.131,0.084,0.194, ,0.13061967333652444,0.00038032666347556643,7,2000
E. coli Other STEC (non-O157),California,2007,Male,14,18180620,0.077,0.042,0.129,*,0.07700507463441841,5.074634418414381e-06,7,2000
E. coli Other STEC (non-O157),California,2008,Total,36,36858270,0.098,0.068,0.135, ,0.0976714316759848,0.00032856832401520486,8,2000
E. coli Other STEC (non-O157),California,2008,Female,20,18526603,0.108,0.066,0.167, ,0.10795287187834705,4.712812165294511e-05,8,2000
E. coli Other STEC (non-O157),California,2008,Male,16,18331667,0.087,0.05,0.142,*,0.0872806602912872,0.0002806602912872047,8,2000
E. coli Other STEC (non-O157),California,2009,Total,44,37079253,0.119,0.086,0.159, ,0.11866474224817852,0.00033525775182147166,9,2000
E. coli Other STEC (non-O157),California,2009,Female,20,18634031,0.107,0.066,0.166, ,0.10733050728529968,0.00033050728529968043,9,2000
E. coli Other STEC (non-O157),California,2009,Male,24,18445222,0.13,0.083,0.194, ,0.13011499671839136,0.0001149967183913525,9,2000
E. coli Other STEC (non-O157),California,2010,Total,110,37311439,0.295,0.242,0.355, ,0.2948157534208209,0.0001842465791790926,10,2010
E. coli Other STEC (non-O157),California,2010,Female,63,18752748,0.336,0.258,0.43, ,0.33595076305616645,4.923694383357491e-05,10,2010
E. coli Other STEC (non-O157),California,2010,Male,44,18558691,0.237,0.172,0.318, ,0.2370856867006407,8.56867006407136e-05,10,2010
E. coli Other STEC (non-O157),California,2011,Total,242,37572186,0.644,0.565,0.731, ,0.6440934791497094,9.347914970936344e-05,11,2010
E. coli Other STEC (non-O157),California,2011,Female,127,18881056,0.673,0.561,0.8, ,0.6726318697428788,0.00036813025712123526,11,2010
E. coli Other STEC (non-O157),California,2011,Male,114,18691131,0.61,0.503,0.733, ,0.6099149377316975,8.506226830251595e-05,11,2010
E. coli Other STEC (non-O157),California,2012,Total,287,37869573,0.758,0.673,0.851, ,0.7578643677867717,0.00013563221322832053,12,2010
E. coli Other STEC (non-O157),California,2012,Female,146,19028077,0.767,0.648,0.902, ,0.7672872040616612,0.0002872040616611615,12,2010
E. coli Other STEC (non-O157),California,2012,Male,139,18841496,0.738,0.62,0.871, ,0.737733351958889,0.00026664804111098395,12,2010
E. coli Other STEC (non-O157),California,2013,Total,269,38166117,0.705,0.623,0.794, ,0.7048136439973708,0.0001863560026291733,13,2010
E. coli Other STEC (non-O157),California,2013,Female,140,19177344,0.73,0.614,0.861, ,0.7300280998244595,2.809982445950432e-05,13,2010
E. coli Other STEC (non-O157),California,2013,Male,129,18988773,0.679,0.567,0.807, ,0.6793487920467531,0.00034879204675308806,13,2010
E. coli Other STEC (non-O157),California,2014,Total,362,38501494,0.94,0.846,1.042, ,0.9402232547131807,0.00022325471318074275,14,2010
E. coli Other STEC (non-O157),California,2014,Female,187,19346905,0.967,0.833,1.115, ,0.9665628688412953,0.00043713115870469554,14,2010
E. coli Other STEC (non-O157),California,2014,Male,175,19154588,0.914,0.783,1.059, ,0.91361923315709,0.0003807668429099964,14,2010
Early Syphilis,California,2001,Total,958,34514777,2.776,2.603,2.957, ,2.775622742687864,0.0003772573121358924,1,2000
Early Syphilis,California,2001,Female,143,17340743,0.825,0.695,0.971, ,0.8246474790613068,0.00035252093869320156,1,2000
Early Syphilis,California,2001,Male,815,17174034,4.746,4.425,5.083, ,4.745536197261517,0.00046380273848356524,1,2000
Early Syphilis,California,2002,Total,1798,34940334,5.146,4.911,5.389, ,5.145915319527283,8.468047271659174e-05,2,2000
Early Syphilis,California,2002,Female,122,17555714,0.695,0.577,0.83, ,0.6949304368936517,6.956310634820273e-05,2,2000
Early Syphilis,California,2002,Male,1674,17384620,9.629,9.173,10.102, ,9.629200983397968,0.00020098339796881248,2,2000
Early Syphilis,California,2003,Total,2125,35390986,6.004,5.752,6.265, ,6.004353763978206,0.0003537639782065227,3,2000
Early Syphilis,California,2003,Female,159,17783924,0.894,0.76,1.044, ,0.894065899067045,6.589906704501658e-05,3,2000
Early Syphilis,California,2003,Male,1962,17607062,11.143,10.656,11.647, ,11.143256041240726,0.0002560412407248691,3,2000
Early Syphilis,California,2004,Total,2252,35754827,6.298,6.041,6.564, ,6.298450276378067,0.0004502763780669383,4,2000
Early Syphilis,California,2004,Female,151,17969405,0.84,0.712,0.986, ,0.8403171946984332,0.0003171946984332763,4,2000
Early Syphilis,California,2004,Male,2097,17785422,11.791,11.291,12.306, ,11.790555208642223,0.00044479135777741874,4,2000
Early Syphilis,California,2005,Total,2781,35987637,7.728,7.443,8.02, ,7.727653805110905,0.0003461948890945976,5,2000
Early Syphilis,California,2005,Female,262,18088355,1.448,1.278,1.635, ,1.448445698904074,0.0004456989040739767,5,2000
Early Syphilis,California,2005,Male,2518,17899282,14.068,13.523,14.628, ,14.067603382079795,0.00039661792020417863,5,2000
Early Syphilis,California,2006,Total,3225,36248870,8.897,8.592,9.209, ,8.896829059774829,0.00017094022517127883,6,2000
Early Syphilis,California,2006,Female,298,18220429,1.636,1.455,1.832, ,1.635526803457811,0.00047319654218891394,6,2000
Early Syphilis,California,2006,Male,2926,18028441,16.23,15.647,16.829, ,16.229911393891463,8.860610853744788e-05,6,2000
Early Syphilis,California,2007,Total,3549,36554575,9.709,9.392,10.034, ,9.708771063539928,0.00022893646007204893,7,2000
Early Syphilis,California,2007,Female,300,18373955,1.633,1.453,1.828, ,1.6327459167065557,0.00025408329344434044,7,2000
Early Syphilis,California,2007,Male,3244,18180620,17.843,17.234,18.468, ,17.843175865289524,0.00017586528952406866,7,2000
Early Syphilis,California,2008,Total,3827,36858270,10.383,10.057,10.717, ,10.38301580622205,1.5806222050329666e-05,8,2000
Early Syphilis,California,2008,Female,274,18526603,1.479,1.309,1.665, ,1.4789543447333544,4.565526664568331e-05,8,2000
Early Syphilis,California,2008,Male,3551,18331667,19.371,18.739,20.019, ,19.370851543397553,0.00014845660244588998,8,2000
Early Syphilis,California,2009,Total,3736,37079253,10.076,9.755,10.404, ,10.07571538725443,0.0002846127455704561,9,2000
Early Syphilis,California,2009,Female,220,18634031,1.181,1.03,1.347, ,1.1806355801382964,0.0003644198617036576,9,2000
Early Syphilis,California,2009,Male,3515,18445222,19.056,18.432,19.697, ,19.056425561047735,0.00042556104773439074,9,2000
Early Syphilis,California,2010,Total,3875,37311439,10.386,10.061,10.718, ,10.385554950051645,0.0004450499483539261,10,2010
Early Syphilis,California,2010,Female,201,18752748,1.072,0.929,1.231, ,1.0718429107030074,0.00015708929699265184,10,2010
Early Syphilis,California,2010,Male,3671,18558691,19.78,19.146,20.431, ,19.780489906319364,0.0004899063193626318,10,2010
Early Syphilis,California,2011,Total,4498,37572186,11.972,11.624,12.327, ,11.971621773617324,0.00037822638267570596,11,2010
Early Syphilis,California,2011,Female,227,18881056,1.202,1.051,1.369, ,1.2022632632412085,0.0002632632412085112,11,2010
Early Syphilis,California,2011,Male,4252,18691131,22.749,22.07,23.443, ,22.748757151185767,0.00024284881423142224,11,2010
Early Syphilis,California,2012,Total,5489,37869573,14.494,14.114,14.883, ,14.494486114221568,0.0004861142215677461,12,2010
Early Syphilis,California,2012,Female,248,19028077,1.303,1.146,1.476, ,1.3033371685430954,0.0003371685430955118,12,2010
Early Syphilis,California,2012,Male,5218,18841496,27.694,26.948,28.456, ,27.694191586485488,0.00019158648548867063,12,2010
Early Syphilis,California,2013,Total,6419,38166117,16.819,16.41,17.235, ,16.818582828323876,0.00041717167612276285,13,2010
Early Syphilis,California,2013,Female,397,19177344,2.07,1.871,2.284, ,2.0701511116450746,0.00015111164507475294,13,2010
Early Syphilis,California,2013,Male,6013,18988773,31.666,30.871,32.477, ,31.666079740907954,7.974090795315192e-05,13,2010
Early Syphilis,California,2014,Total,7191,38501494,18.677,18.248,19.114, ,18.677197305642217,0.00019730564221731584,14,2010
Early Syphilis,California,2014,Female,594,19346905,3.07,2.828,3.327, ,3.0702585245547023,0.00025852455470243285,14,2010
Early Syphilis,California,2014,Male,6593,19154588,34.42,33.594,35.261, ,34.41995202402683,4.797597317462987e-05,14,2010
Giardiasis,California,2001,Total,2966,34514777,8.593,8.287,8.908, ,8.593420725273699,0.00042072527369896306,1,2000
Giardiasis,California,2001,Female,1166,17340743,6.724,6.344,7.121, ,6.724048675422962,4.8675422961608206e-05,1,2000
Giardiasis,California,2001,Male,1720,17174034,10.015,9.547,10.5, ,10.015119336551914,0.00011933655191320724,1,2000
Giardiasis,California,2002,Total,2467,34940334,7.061,6.785,7.345, ,7.060607949540493,0.00039205045950652107,2,2000
Giardiasis,California,2002,Female,965,17555714,5.497,5.155,5.855, ,5.496785832806344,0.00021416719365596748,2,2000
Giardiasis,California,2002,Male,1443,17384620,8.3,7.878,8.74, ,8.300440274219396,0.0004402742193949649,2,2000
Giardiasis,California,2003,Total,2187,35390986,6.18,5.923,6.444, ,6.179539614974276,0.00046038502572365303,3,2000
Giardiasis,California,2003,Female,829,17783924,4.662,4.35,4.99, ,4.66151339828038,0.0004866017196203387,3,2000
Giardiasis,California,2003,Male,1305,17607062,7.412,7.015,7.825, ,7.411798743027087,0.0002012569729128444,3,2000
Giardiasis,California,2004,Total,2223,35754827,6.217,5.962,6.481, ,6.217342346531281,0.0003423465312817342,4,2000
Giardiasis,California,2004,Female,870,17969405,4.842,4.525,5.174, ,4.841562644951238,0.000437355048761745,4,2000
Giardiasis,California,2004,Male,1285,17785422,7.225,6.835,7.631, ,7.2250183324297845,1.833242978488414e-05,4,2000
Giardiasis,California,2005,Total,2383,35987637,6.622,6.359,6.893, ,6.621718452923153,0.00028154707684713287,5,2000
Giardiasis,California,2005,Female,1002,18088355,5.539,5.202,5.893, ,5.5394755355033665,0.0004755355033667641,5,2000
Giardiasis,California,2005,Male,1329,17899282,7.425,7.031,7.835, ,7.424878830335205,0.00012116966479513991,5,2000
Giardiasis,California,2006,Total,2314,36248870,6.384,6.126,6.649, ,6.383647269556265,0.00035273044373518303,6,2000
Giardiasis,California,2006,Female,928,18220429,5.093,4.771,5.432, ,5.0931841396270086,0.00018413962700858377,6,2000
Giardiasis,California,2006,Male,1314,18028441,7.288,6.9,7.693, ,7.288483790694936,0.00048379069493531546,6,2000
Giardiasis,California,2007,Total,2279,36554575,6.235,5.981,6.496, ,6.234513737336571,0.00048626266342921554,7,2000
Giardiasis,California,2007,Female,837,18373955,4.555,4.252,4.875, ,4.55536110761129,0.00036110761129037883,7,2000
Giardiasis,California,2007,Male,1391,18180620,7.651,7.254,8.064, ,7.651004201176858,4.201176857954181e-06,7,2000
Giardiasis,California,2008,Total,1954,36858270,5.301,5.069,5.542, ,5.3013882637465075,0.00038826374650735573,8,2000
Giardiasis,California,2008,Female,733,18526603,3.956,3.675,4.254, ,3.9564727543414193,0.0004727543414193569,8,2000
Giardiasis,California,2008,Male,1209,18331667,6.595,6.229,6.978, ,6.5951448932603896,0.0001448932603898001,8,2000
Giardiasis,California,2009,Total,1791,37079253,4.83,4.609,5.059, ,4.830194394692903,0.00019439469290283284,9,2000
Giardiasis,California,2009,Female,661,18634031,3.547,3.282,3.828, ,3.547273265779154,0.00027326577915376404,9,2000
Giardiasis,California,2009,Male,1107,18445222,6.002,5.653,6.366, ,6.001554223635801,0.00044577636419873556,9,2000
Giardiasis,California,2010,Total,1777,37311439,4.763,4.544,4.989, ,4.762614489352716,0.000385510647284093,10,2010
Giardiasis,California,2010,Female,668,18752748,3.562,3.297,3.843, ,3.5621445987542733,0.00014459875427341728,10,2010
Giardiasis,California,2010,Male,1095,18558691,5.9,5.556,6.26, ,5.900200612209126,0.00020061220912559463,10,2010
Giardiasis,California,2011,Total,1726,37572186,4.594,4.38,4.816, ,4.593823739720654,0.000176260279346252,11,2010
Giardiasis,California,2011,Female,643,18881056,3.406,3.147,3.679, ,3.4055298601942603,0.00047013980573984426,11,2010
Giardiasis,California,2011,Male,1076,18691131,5.757,5.418,6.111, ,5.756740991221986,0.0002590087780136585,11,2010
Giardiasis,California,2012,Total,1788,37869573,4.721,4.505,4.946, ,4.721468604887623,0.00046860488762323627,12,2010
Giardiasis,California,2012,Female,667,19028077,3.505,3.244,3.782, ,3.50534633636389,0.00034633636389003186,12,2010
Giardiasis,California,2012,Male,1108,18841496,5.881,5.539,6.237, ,5.880637078924094,0.0003629210759061863,12,2010
Giardiasis,California,2013,Total,2001,38166117,5.243,5.016,5.478, ,5.242870266315014,0.00012973368498592208,13,2010
Giardiasis,California,2013,Female,687,19177344,3.582,3.319,3.861, ,3.5823521755671694,0.0003521755671695992,13,2010
Giardiasis,California,2013,Male,1211,18988773,6.377,6.023,6.747, ,6.377452613710217,0.00045261371021698693,13,2010
Giardiasis,California,2014,Total,1823,38501494,4.735,4.52,4.957, ,4.734881197077702,0.00011880292229804468,14,2010
Giardiasis,California,2014,Female,622,19346905,3.215,2.967,3.478, ,3.214984515611153,1.5484388846687125e-05,14,2010
Giardiasis,California,2014,Male,1070,19154588,5.586,5.256,5.931, ,5.586129025589065,0.0001290255890644687,14,2010
Gonorrhea,California,2001,Total,23285,34514777,67.464,66.6,68.336, ,67.46385758192788,0.00014241807211590185,1,2000
Gonorrhea,California,2001,Female,10442,17340743,60.217,59.067,61.382, ,60.21656626823891,0.00043373176109184897,1,2000
Gonorrhea,California,2001,Male,12683,17174034,73.85,72.571,75.146, ,73.84985961946973,0.00014038053026865782,1,2000
Gonorrhea,California,2002,Total,24672,34940334,70.612,69.734,71.498, ,70.6118035391419,0.00019646085809199576,2,2000
Gonorrhea,California,2002,Female,10896,17555714,62.065,60.906,63.241, ,62.065262626174025,0.00026262617402750266,2,2000
Gonorrhea,California,2002,Male,13620,17384620,78.345,77.035,79.672, ,78.34511194377559,0.00011194377559320401,2,2000
Gonorrhea,California,2003,Total,25692,35390986,72.595,71.71,73.488, ,72.59475619017792,0.00024380982208072055,3,2000
Gonorrhea,California,2003,Female,11780,17783924,66.24,65.049,67.446, ,66.23959931452698,0.0004006854730107534,3,2000
Gonorrhea,California,2003,Male,13830,17607062,78.548,77.245,79.868, ,78.54802805828707,2.8058287071530685e-05,3,2000
Gonorrhea,California,2004,Total,30481,35754827,85.25,84.296,86.212, ,85.25002791930723,2.791930722878533e-05,4,2000
Gonorrhea,California,2004,Female,13783,17969405,76.703,75.428,77.993, ,76.70259532800334,0.00040467199666238685,4,2000
Gonorrhea,California,2004,Male,16615,17785422,93.419,92.005,94.85, ,93.41920590919912,0.00020590919912422123,4,2000
Gonorrhea,California,2005,Total,34099,35987637,94.752,93.749,95.763, ,94.75198385489995,1.6145100047992855e-05,5,2000
