Disease,County,Year,Sex,Count,Population,Rate,CI.lower,CI.upper,Unstable,Calculated_Rate,Rate_Diff,Year_Index,Decade
Tetanus,California,2001,Female,5,17340743,0.029,0.009,0.067,*,0.028833827939206524,0.00016617206079347704,1,2000
Tetanus,California,2003,Female,2,17783924,0.011,0.001,0.041,*,0.011246111937950252,0.00024611193795025244,3,2000
Tetanus,California,2003,Male,3,17607062,0.017,0.004,0.05,*,0.017038617800062272,3.861780006227111e-05,3,2000
Tetanus,California,2004,Total,6,35754827,0.017,0.006,0.037,*,0.016780951002783484,0.00021904899721651716,4,2000
Tetanus,California,2004,Female,5,17969405,0.028,0.009,0.065,*,0.027825072672133553,0.0001749273278664476,4,2000
Tetanus,California,2004,Male,1,17785422,0.006,0.0,0.031,*,0.005622582359867537,0.0003774176401324632,4,2000
Tetanus,California,2005,Total,7,35987637,0.019,0.008,0.04,*,0.019451124284709218,0.00045112428470921867,5,2000
Tetanus,California,2005,Female,1,18088355,0.006,0.0,0.031,*,0.005528418698107152,0.00047158130189284796,5,2000
Tetanus,California,2005,Male,6,17899282,0.034,0.012,0.073,*,0.033520897653883545,0.000479102346116457,5,2000
Tetanus,California,2006,Total,11,36248870,0.03,0.015,0.054,*,0.030345773537216472,0.0003457735372164733,6,2000
Tetanus,California,2006,Female,2,18220429,0.011,0.001,0.04,*,0.010976689956092692,2.3310043907306954e-05,6,2000
Tetanus,California,2006,Male,9,18028441,0.05,0.023,0.095,*,0.04992112185407491,7.88781459250959e-05,6,2000
Tetanus,California,2007,Total,4,36554575,0.011,0.003,0.028,*,0.010942542759695605,5.745724030439478e-05,7,2000
Tetanus,California,2007,Female,4,18373955,0.022,0.006,0.056,*,0.021769945556087408,0.00023005444391259108,7,2000
Tetanus,California,2007,Male,0,18180620,0.0,0.0,0.02,-,0.0,0.0,7,2000
Tetanus,California,2008,Total,4,36858270,0.011,0.003,0.028,*,0.010852381297331643,0.0001476187026683562,8,2000
Tetanus,California,2008,Female,1,18526603,0.005,0.0,0.03,*,0.0053976435939173525,0.0003976435939173524,8,2000
Tetanus,California,2008,Male,3,18331667,0.016,0.003,0.048,*,0.01636512380461635,0.00036512380461635116,8,2000
Tetanus,California,2009,Total,5,37079253,0.013,0.004,0.031,*,0.013484629800929376,0.00048462980092937695,9,2000
Tetanus,California,2009,Female,1,18634031,0.005,0.0,0.03,*,0.005366525364264983,0.0003665253642649831,9,2000
Tetanus,California,2009,Male,4,18445222,0.022,0.006,0.056,*,0.02168583278639856,0.00031416721360143923,9,2000
Tetanus,California,2010,Total,0,37311439,0.0,0.0,0.01,-,0.0,0.0,10,2010
Tetanus,California,2010,Female,0,18752748,0.0,0.0,0.02,-,0.0,0.0,10,2010
Tetanus,California,2010,Male,0,18558691,0.0,0.0,0.02,-,0.0,0.0,10,2010
Tetanus,California,2011,Total,3,37572186,0.008,0.002,0.023,*,0.007984629906814578,1.5370093185421846e-05,11,2010
Tetanus,California,2011,Female,1,18881056,0.005,0.0,0.03,*,0.005296313934983298,0.0002963139349832977,11,2010
Tetanus,California,2011,Male,2,18691131,0.011,0.001,0.039,*,0.010700262065468376,0.00029973793453162353,11,2010
Tetanus,California,2012,Total,4,37869573,0.011,0.003,0.027,*,0.010562569585878352,0.0004374304141216475,12,2010
Tetanus,California,2012,Female,1,19028077,0.005,0.0,0.029,*,0.005255391808641515,0.00025539180864151464,12,2010
Tetanus,California,2012,Male,3,18841496,0.016,0.003,0.047,*,0.015922302560263793,7.769743973620735e-05,12,2010
Tetanus,California,2013,Total,4,38166117,0.01,0.003,0.027,*,0.010480500282488784,0.0004805002824887841,13,2010
Tetanus,California,2013,Female,2,19177344,0.01,0.001,0.038,*,0.010428972854635137,0.00042897285463513665,13,2010
Tetanus,California,2013,Male,2,18988773,0.011,0.001,0.038,*,0.010532539411577568,0.0004674605884224317,13,2010
Tetanus,California,2014,Total,4,38501494,0.01,0.003,0.027,*,0.010389207234399787,0.00038920723439978683,14,2010
Tetanus,California,2014,Female,1,19346905,0.005,0.0,0.029,*,0.005168785394873237,0.00016878539487323683,14,2010
Tetanus,California,2014,Male,3,19154588,0.016,0.003,0.046,*,0.015662043996978688,0.00033795600302131273,14,2010
Toxic Shock Syndrome (Non-Streptococcal),California,2001,Total,24,34514777,0.07,0.045,0.103, ,0.06953543405481079,0.0004645659451892187,1,2000
Toxic Shock Syndrome (Non-Streptococcal),California,2001,Female,14,17340743,0.081,0.044,0.135,*,0.08073471822977828,0.00026528177022172583,1,2000
Toxic Shock Syndrome (Non-Streptococcal),California,2001,Male,10,17174034,0.058,0.028,0.107,*,0.0582274380032088,0.00022743800320879776,1,2000
Toxic Shock Syndrome (Non-Streptococcal),California,2002,Total,14,34940334,0.04,0.022,0.067,*,0.040068306158721895,6.830615872189388e-05,2,2000
Toxic Shock Syndrome (Non-Streptococcal),California,2002,Female,11,17555714,0.063,0.031,0.112,*,0.06265766234287025,0.0003423376571297515,2,2000
Toxic Shock Syndrome (Non-Streptococcal),California,2002,Male,3,17384620,0.017,0.004,0.05,*,0.017256632586734714,0.0002566325867347126,2,2000
Toxic Shock Syndrome (Non-Streptococcal),California,2003,Total,7,35390986,0.02,0.008,0.041,*,0.01977904769310468,0.0002209523068953216,3,2000
Toxic Shock Syndrome (Non-Streptococcal),California,2003,Female,7,17783924,0.039,0.016,0.081,*,0.03936139178282588,0.0003613917828258831,3,2000
Toxic Shock Syndrome (Non-Streptococcal),California,2003,Male,0,17607062,0.0,0.0,0.021,-,0.0,0.0,3,2000
Toxic Shock Syndrome (Non-Streptococcal),California,2004,Total,4,35754827,0.011,0.003,0.029,*,0.011187300668522323,0.00018730066852232392,4,2000
Toxic Shock Syndrome (Non-Streptococcal),California,2004,Female,3,17969405,0.017,0.003,0.049,*,0.01669504360328013,0.0003049563967198708,4,2000
Toxic Shock Syndrome (Non-Streptococcal),California,2004,Male,1,17785422,0.006,0.0,0.031,*,0.005622582359867537,0.0003774176401324632,4,2000
Toxic Shock Syndrome (Non-Streptococcal),California,2005,Total,6,35987637,0.017,0.006,0.036,*,0.016672392244036473,0.0003276077559635285,5,2000
Toxic Shock Syndrome (Non-Streptococcal),California,2005,Female,5,18088355,0.028,0.009,0.065,*,0.02764209349053576,0.00035790650946423974,5,2000
Toxic Shock Syndrome (Non-Streptococcal),California,2005,Male,1,17899282,0.006,0.0,0.031,*,0.005586816275647258,0.000413183724352742,5,2000
Toxic Shock Syndrome (Non-Streptococcal),California,2006,Total,3,36248870,0.008,0.002,0.024,*,0.008276120055604493,0.0002761200556044927,6,2000
Toxic Shock Syndrome (Non-Streptococcal),California,2006,Female,2,18220429,0.011,0.001,0.04,*,0.010976689956092692,2.3310043907306954e-05,6,2000
Toxic Shock Syndrome (Non-Streptococcal),California,2006,Male,1,18028441,0.006,0.0,0.031,*,0.005546791317119434,0.0004532086828805664,6,2000
Toxic Shock Syndrome (Non-Streptococcal),California,2007,Total,4,36554575,0.011,0.003,0.028,*,0.010942542759695605,5.745724030439478e-05,7,2000
Toxic Shock Syndrome (Non-Streptococcal),California,2007,Female,1,18373955,0.005,0.0,0.03,*,0.005442486389021852,0.0004424863890218518,7,2000
Toxic Shock Syndrome (Non-Streptococcal),California,2007,Male,3,18180620,0.017,0.003,0.048,*,0.01650108742166109,0.0004989125783389121,7,2000
Toxic Shock Syndrome (Non-Streptococcal),California,2008,Total,9,36858270,0.024,0.011,0.046,*,0.0244178579189962,0.00041785791899619923,8,2000
Toxic Shock Syndrome (Non-Streptococcal),California,2008,Female,8,18526603,0.043,0.019,0.085,*,0.04318114875133882,0.00018114875133882352,8,2000
Toxic Shock Syndrome (Non-Streptococcal),California,2008,Male,1,18331667,0.005,0.0,0.03,*,0.00545504126820545,0.0004550412682054498,8,2000
Toxic Shock Syndrome (Non-Streptococcal),California,2009,Total,22,37079253,0.059,0.037,0.09, ,0.05933237112408926,0.0003323711240892646,9,2000
Toxic Shock Syndrome (Non-Streptococcal),California,2009,Female,15,18634031,0.08,0.045,0.133,*,0.08049788046397476,0.0004978804639747536,9,2000
Toxic Shock Syndrome (Non-Streptococcal),California,2009,Male,3,18445222,0.016,0.003,0.048,*,0.01626437458979892,0.0002643745897989193,9,2000
Toxic Shock Syndrome (Non-Streptococcal),California,2010,Total,8,37311439,0.021,0.009,0.042,*,0.02144114570333243,0.00044114570333242745,10,2010
Toxic Shock Syndrome (Non-Streptococcal),California,2010,Female,7,18752748,0.037,0.015,0.077,*,0.03732786256179627,0.0003278625617962744,10,2010
Toxic Shock Syndrome (Non-Streptococcal),California,2010,Male,1,18558691,0.005,0.0,0.03,*,0.0053883110613781975,0.00038831106137819735,10,2010
Toxic Shock Syndrome (Non-Streptococcal),California,2011,Total,9,37572186,0.024,0.011,0.045,*,0.023953889720443735,4.611027955626554e-05,11,2010
Toxic Shock Syndrome (Non-Streptococcal),California,2011,Female,8,18881056,0.042,0.018,0.083,*,0.04237051147986638,0.0003705114798663797,11,2010
Toxic Shock Syndrome (Non-Streptococcal),California,2011,Male,1,18691131,0.005,0.0,0.03,*,0.005350131032734188,0.0003501310327341878,11,2010
Toxic Shock Syndrome (Non-Streptococcal),California,2012,Total,6,37869573,0.016,0.006,0.034,*,0.015843854378817527,0.0001561456211824734,12,2010
Toxic Shock Syndrome (Non-Streptococcal),California,2012,Female,6,19028077,0.032,0.012,0.069,*,0.031532350851849085,0.0004676491481509157,12,2010
Toxic Shock Syndrome (Non-Streptococcal),California,2012,Male,0,18841496,0.0,0.0,0.02,-,0.0,0.0,12,2010
Toxic Shock Syndrome (Non-Streptococcal),California,2013,Total,6,38166117,0.016,0.006,0.034,*,0.015720750423733176,0.0002792495762668247,13,2010
Toxic Shock Syndrome (Non-Streptococcal),California,2013,Female,3,19177344,0.016,0.003,0.046,*,0.015643459281952706,0.0003565407180472942,13,2010
Toxic Shock Syndrome (Non-Streptococcal),California,2013,Male,3,18988773,0.016,0.003,0.046,*,0.015798809117366353,0.00020119088263364712,13,2010
Toxic Shock Syndrome (Non-Streptococcal),California,2014,Total,3,38501494,0.008,0.002,0.023,*,0.007791905425799841,0.00020809457420015946,14,2010
Toxic Shock Syndrome (Non-Streptococcal),California,2014,Female,3,19346905,0.016,0.003,0.045,*,0.015506356184619709,0.0004936438153802913,14,2010
Toxic Shock Syndrome (Non-Streptococcal),California,2014,Male,0,19154588,0.0,0.0,0.019,-,0.0,0.0,14,2010
Trichinosis,California,2011,Total,1,37572186,0.003,0.0,0.015,*,0.002661543302271526,0.00033845669772847396,11,2010
Trichinosis,California,2011,Female,0,18881056,0.0,0.0,0.02,-,0.0,0.0,11,2010
Trichinosis,California,2011,Male,1,18691131,0.005,0.0,0.03,*,0.005350131032734188,0.0003501310327341878,11,2010
Trichinosis,California,2012,Total,0,37869573,0.0,0.0,0.01,-,0.0,0.0,12,2010
Trichinosis,California,2012,Female,0,19028077,0.0,0.0,0.019,-,0.0,0.0,12,2010
Trichinosis,California,2012,Male,0,18841496,0.0,0.0,0.02,-,0.0,0.0,12,2010
Trichinosis,California,2001,Total,12,34514777,0.035,0.018,0.061,*,0.034767717027405394,0.00023228297259460934,1,2000
Trichinosis,California,2001,Female,3,17340743,0.017,0.004,0.051,*,0.017300296763523914,0.00030029676352391274,1,2000
Trichinosis,California,2001,Male,9,17174034,0.052,0.024,0.099,*,0.052404694202887916,0.00040469420288791885,1,2000
Trichinosis,California,2002,Total,0,34940334,0.0,0.0,0.011,-,0.0,0.0,2,2000
Trichinosis,California,2002,Female,0,17555714,0.0,0.0,0.021,-,0.0,0.0,2,2000
Trichinosis,California,2002,Male,0,17384620,0.0,0.0,0.021,-,0.0,0.0,2,2000
Trichinosis,California,2003,Total,2,35390986,0.006,0.001,0.02,*,0.005651156483744194,0.00034884351625580606,3,2000
Trichinosis,California,2003,Female,2,17783924,0.011,0.001,0.041,*,0.011246111937950252,0.00024611193795025244,3,2000
Trichinosis,California,2003,Male,0,17607062,0.0,0.0,0.021,-,0.0,0.0,3,2000
Trichinosis,California,2004,Total,1,35754827,0.003,0.0,0.016,*,0.002796825167130581,0.00020317483286941924,4,2000
Trichinosis,California,2004,Female,0,17969405,0.0,0.0,0.021,-,0.0,0.0,4,2000
Trichinosis,California,2004,Male,1,17785422,0.006,0.0,0.031,*,0.005622582359867537,0.0003774176401324632,4,2000
Trichinosis,California,2005,Total,4,35987637,0.011,0.003,0.028,*,0.011114928162690982,0.00011492816269098247,5,2000
Trichinosis,California,2005,Female,0,18088355,0.0,0.0,0.02,-,0.0,0.0,5,2000
Trichinosis,California,2005,Male,4,17899282,0.022,0.006,0.057,*,0.022347265102589033,0.00034726510258903387,5,2000
Trichinosis,California,2006,Total,4,36248870,0.011,0.003,0.028,*,0.011034826740805989,3.482674080598942e-05,6,2000
Trichinosis,California,2006,Female,1,18220429,0.005,0.0,0.031,*,0.005488344978046346,0.0004883449780463461,6,2000
Trichinosis,California,2006,Male,3,18028441,0.017,0.003,0.049,*,0.0166403739513583,0.0003596260486417001,6,2000
Trichinosis,California,2007,Total,0,36554575,0.0,0.0,0.01,-,0.0,0.0,7,2000
Trichinosis,California,2007,Female,0,18373955,0.0,0.0,0.02,-,0.0,0.0,7,2000
Trichinosis,California,2007,Male,0,18180620,0.0,0.0,0.02,-,0.0,0.0,7,2000
Trichinosis,California,2008,Total,35,36858270,0.095,0.066,0.132, ,0.09495833635165188,4.166364834812253e-05,8,2000
Trichinosis,California,2008,Female,10,18526603,0.054,0.026,0.099,*,0.05397643593917353,2.3564060826472555e-05,8,2000
Trichinosis,California,2008,Male,25,18331667,0.136,0.088,0.201, ,0.13637603170513626,0.00037603170513625384,8,2000
Trichinosis,California,2009,Total,3,37079253,0.008,0.002,0.024,*,0.008090777880557625,9.07778805576253e-05,9,2000
Trichinosis,California,2009,Female,3,18634031,0.016,0.003,0.047,*,0.016099576092794953,9.95760927949528e-05,9,2000
Trichinosis,California,2009,Male,0,18445222,0.0,0.0,0.02,-,0.0,0.0,9,2000
Trichinosis,California,2010,Total,1,37311439,0.003,0.0,0.015,*,0.0026801432129165536,0.00031985678708344647,10,2010
Trichinosis,California,2010,Female,1,18752748,0.005,0.0,0.03,*,0.005332551794542326,0.00033255179454232554,10,2010
Trichinosis,California,2010,Male,0,18558691,0.0,0.0,0.02,-,0.0,0.0,10,2010
Trichinosis,California,2013,Total,2,38166117,0.005,0.001,0.019,*,0.005240250141244392,0.00024025014124439206,13,2010
Trichinosis,California,2013,Female,1,19177344,0.005,0.0,0.029,*,0.005214486427317568,0.00021448642731756833,13,2010
Trichinosis,California,2013,Male,1,18988773,0.005,0.0,0.029,*,0.005266269705788784,0.0002662697057887837,13,2010
Trichinosis,California,2014,Total,2,38501494,0.005,0.001,0.019,*,0.0051946036171998935,0.00019460361719989341,14,2010
Trichinosis,California,2014,Female,1,19346905,0.005,0.0,0.029,*,0.005168785394873237,0.00016878539487323683,14,2010
Trichinosis,California,2014,Male,1,19154588,0.005,0.0,0.029,*,0.0052206813323262295,0.00022068133232622938,14,2010
Tuberculosis,California,2001,Total,3329,34514777,9.645,9.32,9.978, ,9.645144165352711,0.00014416535271166708,1,2000
Tuberculosis,California,2001,Female,1300,17340743,7.497,7.095,7.916, ,7.496795264193696,0.00020473580630397947,1,2000
Tuberculosis,California,2001,Male,2029,17174034,11.814,11.306,12.34, ,11.814347170851066,0.00034717085106628076,1,2000
Tuberculosis,California,2002,Total,3172,34940334,9.078,8.765,9.4, ,9.07833336681899,0.0003333668189906547,2,2000
Tuberculosis,California,2002,Female,1283,17555714,7.308,6.914,7.719, ,7.3081618896275025,0.00016188962750263158,2,2000
Tuberculosis,California,2002,Male,1889,17384620,10.866,10.381,11.367, ,10.865926318780623,7.368121937645356e-05,2,2000
Tuberculosis,California,2003,Total,3218,35390986,9.093,8.781,9.412, ,9.092710782344408,0.00028921765559175583,3,2000
Tuberculosis,California,2003,Female,1345,17783924,7.563,7.164,7.978, ,7.563010278271545,1.0278271544983397e-05,3,2000
Tuberculosis,California,2003,Male,1873,17607062,10.638,10.161,11.131, ,10.637777046505544,0.00022295349445577983,3,2000
Tuberculosis,California,2004,Total,2992,35754827,8.368,8.071,8.673, ,8.368100900054698,0.00010090005469720609,4,2000
Tuberculosis,California,2004,Female,1206,17969405,6.711,6.338,7.101, ,6.711407528518612,0.00040752851861203254,4,2000
Tuberculosis,California,2004,Male,1786,17785422,10.042,9.582,10.519, ,10.041932094723421,6.79052765786281e-05,4,2000
Tuberculosis,California,2005,Total,2900,35987637,8.058,7.768,8.357, ,8.058322917950962,0.000322917950962065,5,2000
Tuberculosis,California,2005,Female,1150,18088355,6.358,5.996,6.736, ,6.357681502823226,0.0003184971767735689,5,2000
Tuberculosis,California,2005,Male,1750,17899282,9.777,9.324,10.246, ,9.776928482382703,7.151761729673467e-05,5,2000
Tuberculosis,California,2006,Total,2776,36248870,7.658,7.376,7.948, ,7.658169758119357,0.00016975811935626695,6,2000
Tuberculosis,California,2006,Female,1110,18220429,6.092,5.739,6.461, ,6.092062925631444,6.292563144416619e-05,6,2000
Tuberculosis,California,2006,Male,1666,18028441,9.241,8.803,9.696, ,9.240954334320977,4.5665679023088046e-05,6,2000
Tuberculosis,California,2007,Total,2725,36554575,7.455,7.177,7.74, ,7.454607255042632,0.0003927449573684072,7,2000
Tuberculosis,California,2007,Female,1074,18373955,5.845,5.501,6.206, ,5.845230381809468,0.0002303818094686605,7,2000
Tuberculosis,California,2007,Male,1651,18180620,9.081,8.648,9.53, ,9.081098444387486,9.844438748629614e-05,7,2000
Tuberculosis,California,2008,Total,2699,36858270,7.323,7.049,7.604, ,7.322644280374527,0.00035571962547376046,8,2000
Tuberculosis,California,2008,Female,1042,18526603,5.624,5.288,5.976, ,5.624344624861881,0.0003446248618814707,8,2000
Tuberculosis,California,2008,Male,1657,18331667,9.039,8.609,9.485, ,9.039003381416432,3.381416432191031e-06,8,2000
Tuberculosis,California,2009,Total,2467,37079253,6.653,6.393,6.921, ,6.653316343778554,0.0003163437785547174,9,2000
